value,label
470522710260004,Paw Paw Jr/Sr High School
470522710262005,Paw Paw Elem School
470522720260001,Amboy High School
470522720261002,Amboy Jr High School
470522720262003,Amboy Central Elem School
470522750260001,Ashton-Franklin Center HS
470522750262003,Ashton-Franklin Center Elem Sch
470711440032001,Kings Elementary School
470712120170001,Rochelle Twp High School
470712200262006,Oregon Elem Sch
470712200260001,Oregon High School
470712200261001,David L Rahn Jr High School
470712210260004,Forreston Jr/Sr High Sch
470712210262002,German Valley Grade School
470712210262003,Forreston Grade School
470712220260004,Polo Comm High School
470712220261001,Aplington Middle School
470712220262001,Centennial Elem School
470712230260003,Stillman Valley High School
470712230261001,Meridian Jr High School
470712230262002,Highland Elem School
470712230262004,Monroe Center Grade School
470712260260001,Byron High School 9-12
470712260261001,Byron Middle School
470712260262003,Mary Morgan Elem Sch
470712310041002,Rochelle Middle School
470980010260001,Erie High School
470980010261002,Erie Middle School
470980010262003,Erie Elem School
470980020260001,Fulton High School
470980020261002,River Bend Middle School
470980020262005,Fulton Elem School
470980030260001,Prophetstown High School
470980030261004,PLT Middle School
470980030262005,Tampico Elem School
470980030262006,Prophetstown Elem School
470980050260014,Sterling High School
470980050261006,Challand Middle School
470980050262005,Franklin Elem School
470980050262007,Jefferson Elem School
470980050262008,Lincoln Elem School
470980050262010,Washington Elem School
470980060260001,Morrison High School
470980060261001,Morrison Jr High School
470980060262002,Northside School
470980060262003,Southside School
470983010170001,Rock Falls Township High School
480720620021001,Pleasant Valley Middle School
480721500250023,Manual Academy
480722650261001,Farmington Central Jr High Sch
480721500250024,Peoria High School
480722650262002,Farmington Central Elem Sch
480721500250025,Richwoods High School
480723210261002,Chillicothe Jr High
48072150025027C,Quest Charter School Academy
480721500251001,Rolling Acres Middle School
480721500251002,Sterling Middle School
480721500251003,Von Steuben Middle School
480721500251006,Calvin Coolidge Middle School
480721500251009,Charles A Lindbergh Middle School
480721500251013,Mark W Bills Middle School
480721500251015,Washington Gifted School
480721500252010,Whittier Primary School
480721500252011,Woodrow Wilson Primary School
480721500252028,Roosevelt Magnet School
480721500252032,Franklin Primary School
480721500252034,Glen Oak Comm Learning Cntr
480721500252036,Harrison Comm Learning Cntr
480721500252037,Hines Primary School
480721500252038,Lincoln School
480721500252039,Thomas Jefferson Primary School
480721500252040,Kellar Primary School
480721500252047,Northmoor Primary School
480721500252051,Charter Oak Primary School
480721500252052,Trewyn K-8 School
480722650260001,Farmington Central High Sch
480723090260003,Brimfield High School
480723090262002,Brimfield Grade School
480723100160001,Limestone Community High School
480723160042001,Limestone Walters Elem School
480723210260007,Il Valley Central High School
480723210261001,Mossville Jr High
480723210262004,South Elementary School
480723210262005,Mossville Elementary School
480723210262008,Chillicothe Elementary Center
480723220260004,Elmwood High School
480723220261001,Elmwood Junior High School
480723220262002,Elmwood Elem School
480723230260004,Dunlap High School
480723230262002,Dunlap Grade School
480723230261001,Dunlap Middle School
480723230261002,Dunlap Valley Middle School
480723230262003,Wilder-Waite Elem School
480723230262004,Banner Elementary School
480723230262005,Ridgeview Elementary School
480723230262006,Hickory Grove Elementary School
480723250260005,Peoria Heights High School
480723250262005,Peoria Heights Grade School
480723260260005,Princeville High School
480723260262004,Princeville Elem School
480723270260008,Illini Bluffs High School
480723270262004,Illini Bluffs Elementary School
480723270262006,Illini Bluffs Middle School
480723280032001,Hollis Consolidated Grade Sch
490810300170001,United Twp High School
490810340021001,Northeast Jr High School
490810400220001,Moline Sr High School
490811000261002,Riverdale Middle School
490810400221003,John Deere Middle School
490810400221004,Woodrow Wilson Middle School
490810400222007,Butterworth Elem School
490810400222011,Benjamin Franklin Elem School
490810400222014,Hamilton Elem School
490810400222016,Lincoln-Irving Elem School
490810400222017,Logan Elem School
490810400222019,Bicentennial Elem School
490810400222021,Roosevelt Elem School
490810400222022,George Washington Elem School
490810400222023,Willard Elem School
490810400222026,Jane Addams Elementary School
490810410250001,Rock Island High School
490811000262007,Riverdale Elem School
490810410251003,Edison Jr High School
490810410251005,Washington Jr High School
490810410252007,Denkmann Elem School
490810410252008,Earl H Hanson Elem School
490810410252009,Eugene Field Elem School
490810410252010,Frances Willard Elem School
490810410252015,Longfellow Elem School
490810410252016,Ridgewood Elem School
490810410252017,Thomas Jefferson Elem School
490810410252020,Rock Island Academy
490810410252021,RICMS
490811000260001,Riverdale Sr High School
490812000260001,Sherrard High School
490812000261001,Sherrard Jr High School
490812000262003,Matherville Intermediate School
490812000262006,Sherrard Elementary School
490812000262007,Winola Elementary School
490813000260001,Rockridge High School
490813000261002,Rockridge Jr High School
490813000262003,Andalusia Elem School
490813000262005,Illinois City Elem School
490813000262006,Taylor Ridge Elem School
500820090260003,Lebanon High School
500820090262002,Lebanon Elem School
500820190260001,Mascoutah High School
500820300032001,St Libory Elem School
500820190261002,Mascoutah Middle School
500820190262003,Mascoutah Elem School
500820190262006,Scott Elem School
500820190262007,Wingate Elementary School
500820400260001,Marissa Jr & Sr High School
500820400262002,Marissa Elem School
500820600260003,New Athens High School
500820600261001,New Athens Jr High
500820600262001,New Athens Elem
500820700042001,Freeburg Primary Center
500820770160001,Freeburg Community High Sch
500820850021001,Shiloh Middle School
500821870260011,Cahokia High School
500821870261014,7th Grade Academy
500821870261015,8th Grade Academy
500821870262002,Oliver Parks 6th Grade School
500821870262005,Huffman Elem School
500821870262007,Lalumier Elem School
500821870262008,Maplewood Elem School
500821870262009,Elizabeth Morris Elem School
500821870262010,Penniman Elem School
500821870262014,Estelle Sauget School of Choice
50082189022001C,SIU Charter Sch of East St Louis
500821890220043,East St Louis Senior High School
500821890221007,Mason/Clark Middle Sch
500821890221036,East St Louis-Lincoln Middle Sch
500821890222008,Dunbar Elem School
500821890222038,Annette Officer Elementary
500821890222054,Katie Harper-Wright Elem
500821890222055,Gordon Bush Elementary
500821890222056,James Avant Elementary School
500821960260001,Dupo High School
500822010170001,Belleville High School-East
510652020262006,Porta Central
500822010170002,Belleville High School-West
510652130262001,Cantrall Intermediate School
500822030170001,O Fallon High School
510652130262003,Cantrall Elem School
510652000260001,Greenview Jr/Sr High School
510652000262001,Greenview Elementary School
510652020260001,Porta High School
510652020262003,Petersburg Elem School
510652130260001,Athens Sr High School
510652130261001,Athens Junior High School
510840010260001,Tri-City High School
510840010261001,Tri-City Jr High School
510840010262001,Tri-City Elem School
51084003A260001,Rochester High School
51084003A261002,Rochester Jr High School
51084003A262003,Rochester Elem EC-1 Sch
51084003A262004,Rochester Intermediate School
51084003A262005,Rochester Elem 2-3
510840050260001,Glenwood High School
510840080261001,Pleasant Plains Middle School
510840050261002,Glenwood Middle School
510840050262003,Ball Elementary School
510840050262004,Chatham Elem School
510840050262005,Glenwood Intermediate Sch
510840050262006,Glenwood Elementary School
510840080260001,Pleasant Plains High School
510840080262004,Farmingdale Elem School
510840100260001,Auburn High School
510840100261001,Auburn Jr High at Divernon
510840100262003,Auburn Elem School
510840100262004,Auburn Middle School
510840110260001,Pawnee Jr/Sr High Sch
510840110262001,Pawnee Grade School
510840140260001,Riverton High School
510840140261001,Riverton Middle School
510840140262003,Riverton Elem School
510840150260001,Williamsville High School
510840150261001,Williamsville Jr High School
510840150262004,Sherman Elem School
510840150262005,Williamsville Middle School
510841860250001,Lanphier High School
530601260262002,New Central Elem School
510841860250002,Springfield High School
530601890262001,Illini Central Grade School
510841860250003,Springfield Southeast High Sch
530601910260001,Midwest Central High School
510841860250004,Springfield Learning Academy
510841860251006,Benjamin Franklin Middle School
510841860251007,U S Grant Middle School
510841860251009,Washington Middle School
510841860252010,Jane Addams Elem School
510841860252012,Butler Elem School
510841860252013,Black Hawk Elem School
510841860252015,Dubois Elem School
510841860252016,Enos Elem School
510841860252017,Fairview Elem School
51084186025201C,Springfield Ball Charter School
510841860252020,Hazel Dell Elem School
510841860252021,Iles Elem School
510841860252022,Laketown Elem School
510841860252024,Lincoln Magnet School
510841860252026,Owen Marsh Elem School
510841860252027,Matheny-Withrow Elem Sch
510841860252028,McClernand Elem School
510841860252032,Ridgely Elem School
510841860252033,Sandburg Elem School
510841860252035,Southern View Elem School
510841860252037,Feitshans Elem Sch
510841860252040,Wilcox Elem School
510841860252042,Jefferson Middle School
510841860252044,Harvard Park Elem School
510841860252045,Edwin A Lee Elementary School
510841860252046,Elizabeth Graham Elem School
510841860252049,Lindsay School
530601260260001,Havana High School
530601260261001,Havana Jr High School
530601890260001,Illini Central High School
530601890261001,Illini Central Middle School
530903030160002,Pekin Community High School
530907010262003,Dee-Mack Primary/Jr High
530903080160001,Washington Comm High School
530907020262003,Tremont Elem School
530903090160001,East Peoria High School
530906060042001,Spring Lake Elem School
530907010260001,Dee-Mack High School
530907010262002,Dee-Mack Intermediate School
530907020260001,Tremont High School
530907020261001,Tremont Middle School
530907030260001,Delavan High School
530907030261001,Delavan Jr High School
530907030262001,Delavan Elementary School
530907090260006,Morton High School
530907090261005,Morton Jr High School
530907090262001,Grundy Elem School
530907090262002,Jefferson Elem School
530907090262003,Lincoln Elem School
530907090262004,Lettie Brown Elementary School
531020010042001,Metamora Grade School
531020060260001,Fieldcrest High School
531020060262001,Fieldcrest Elementary - South
531020060262002,Fieldcrest Elementary - West
531020060262003,Fieldcrest Middle Sch/Elem - East
531020110260001,El Paso-Gridley High School
531020110261001,El Paso-Gridley Jr High School
531020110262001,Centennial School
531020110262002,Jefferson Park School
531020110262003,Gridley Grade School
531020210260001,Lowpoint-Washburn Jr Sr High Sch
531020600260001,Roanoke-Benson High School
531020600261002,Roanoke-Benson Jr High School
531020600262003,Sowers Elementary School
531020690022001,Germantown Hills Middle School
531021220170001,Metamora High School
531021400262003,Davenport Elem School
531021400260001,Eureka High School
531021400261002,Eureka Middle School
531021400262004,Congerville Elem School
531021400262005,Goodfield Elem School
540920010260005,Bismarck-Henning High School
540920010261001,Bismarck-Henning Jr High School
540920010262001,Bismarck-Henning Elem School
540920020260004,Westville High School
540920020261003,Westville Jr High School
540920020262001,Judith Giacoma Elem School
540920040260004,Georgetown-Ridge Farm High School
540920040261003,Mary Miller Junior High School
540920040262002,Pine Crest Elementary School
540920070262001,Rossville-Alvin Elem School
540920110260005,Hoopeston Area High School
540920110261001,Hoopeston Area Middle School
540920110262001,Honeywell Elem School
540920110262002,John Greer Elem School
540920110262003,Maple Elem School
540920610032001,Armstrong-Ellis Elem School
540920760260001,Oakwood High School
540920760261001,Oakwood Junior High School
540920760262003,Oakwood Grade School
540921180240022,Danville High School
540921180241020,North Ridge Middle School
540921180241021,South View Upper Elem School
540921180242005,Edison Elem School
540921180242008,Garfield Elem School
540921180242010,Liberty Elem School
540921180242013,Northeast Elem Magnet School
540921180242019,Meade Park Elem School
540921180242020,Mark Denman Elementary School
540921180242021,Southwest  Elem School
540922250170001,Armstrong High School
540925120260001,Salt Fork High School
540925120261001,Salt Fork Junior High School
540925120262001,Salt Fork North Elementary School
540925120262002,Salt Fork South Elementary School
56099030C042007,Troy Hofer Elem Sch
56099033C041001,Homer Jr High School
56099033C042006,Luther J Schilling School
56099033C042007,William J Butler School
56099033C042008,William E Young School
56099070C042001,Laraway Elem School
560990810022001,Union Elementary School
560990840022001,Rockdale Elem School
560990860051001,Dirksen Junior High School
560990860051002,Gompers Junior High School
560990860051003,Hufford Junior High School
560990860051004,Washington Jr High & Academy Prgm
560990860052001,T E Culbertson Elem School
560990860052002,M J Cunningham Elem Sch
560990860052003,Eisenhower Academy
560990860052004,Farragut Elem School
560990860052005,Forest Park Individual Ed School
560990860052006,Thomas Jefferson Elem School
560990860052007,Edna Keith Elem School
560990860052011,A O Marshall Elem School
560990860052013,Carl Sandburg Elementary
560990860052015,Pershing Elem School
560990860052020,Taft Elementary School
560990860052022,Woodland Elem School
560990860052024,Sator Sanchez Elem School
560990860052025,Lynne Thigpen Elem School
560990860052027,Isaac Singleton Elem Sch
560990880022002,Chaney-Monge School
56099088A021001,Richland Jr High
56099088A022001,Richland Elem School
560990890022002,Fairmont School
560990900022001,Taft Grade School
560990910021001,Kelvin Grove Jr High School
560990910022001,Milne Grove Elem School
560990920021001,Oak Prairie Jr High School
560990920022003,Walsh Elem School
560991140021001,Manhattan Jr High School
560991140022001,Anna McDonald Elem School
560991220022010,Arnold J Tyler School
560991220022013,Oster-Oakview  School
560991220022015,Spencer Pointe
560991220022016,Spencer Crossing
56099157C041001,Hickory Creek Middle School
56099157C042002,Chelsea Elem School
560991590021001,Mokena Jr High School
560991590022002,Mokena Elem School
560991610021001,Summit Hill Junior High School
560991610022001,Arbury Hills Elem School
560991610022003,Frankfort Square Elem School
560991610022004,Indian Trail Elem School
560991610022005,Walker Intermediate School
560991610022006,Dr Julian Rogus School
56099200U260001,Beecher High School
56099200U261001,Beecher Junior High School
56099200U262002,Beecher Elem School
56099201U260001,Crete-Monee High School
56099201U261002,Crete-Monee Middle School
56099201U262003,Balmoral Elem Sch
56099201U262004,Crete Elementary School
56099201U262006,Monee Elementary School
56099201U262007,Talala Elementary School
56099201U262008,Coretta Scott King Magnet Sch
560992020220001,Plainfield High School
560992030042001,Elwood C C School
560992020220002,Plainfield South High School
56099209U262004,L J Stevens Intermediate School
560992020220003,Plainfield North High School
56099255U262001,Reed-Custer Intermediate School
560992020220004,Plainfield East High School
56099255U262002,Reed-Custer Primary School
560992020221002,Indian Trail Middle School
560992020221003,Timber Ridge Middle School
560992020221004,Heritage Grove Middle School
560992020221005,Drauden Point Middle School
560992020221006,Richard Ira Jones Middle School
560992020221007,Aux Sable Middle Sch
560992020221008,John F Kennedy Middle Sch
560992020222003,Central Elem School
560992020222004,Crystal Lawns Elem School
560992020222005,Grand Prairie Elem School
560992020222006,Walkers Grove Elementary School
560992020222007,Wesmere Elementary School
560992020222008,Lakewood Falls Elem School
560992020222009,River View Elementary School
560992020222010,Meadow View Elementary School
560992020222011,Creekside Elementary School
560992020222012,Ridge Elementary School
560992020222013,Eagle Pointe Elementary School
560992020222014,Lincoln Elementary
560992020222015,Charles Reed Elementary Sch
560992020222016,Liberty Elementary School
560992020222017,Freedom Elem School
560992020222018,Thomas Jefferson Elem Sch
560992020222019,Elizabeth Eichelberger Elem Sch
560992040170001,Joliet Central High School
56099207U262003,Peotone Elem School
560992040170003,Joliet West High School
56099207U262005,Peotone Intermediate Center
560992050170001,Lockport Township High Sch East
56099209U262003,Bruning Elem School
56099207U260001,Peotone High School
56099207U261002,Peotone Jr High School
56099209U260001,Wilmington High School
56099209U261002,Wilmington Middle School
560992100160001,Lincoln-Way Central High School
560992100160002,Lincoln-Way East High School
560992100160004,Lincoln Way West
56099255U260001,Reed-Custer High School
56099255U261001,Reed-Custer Middle School
56099365U260007,Bolingbrook High School
56099365U260008,Romeoville High School
56099365U261003,A Vito Martinez Middle School
56099365U261004,Brooks Middle School
56099365U261005,Jane Addams Middle School
56099365U261006,Hubert H Humphrey Middle School
56099365U261007,John J Lukancic Middle Sch
56099365U262001,Robert C Hill Elem School
56099365U262002,Irene King Elem School
56099365U262003,Bernard J Ward Elem School
56099365U262006,John R Tibbott Elem School
56099365U262008,Wood View Elem School
56099365U262009,Independence Elem School
56099365U262010,Jonas E Salk Elem School
56099365U262011,Jamie McGee Elementary School
56099365U262012,Oak View Elem School
56099365U262014,Pioneer Elementary School
56099365U262015,Kenneth L Hermansen Elementary
56099365U262016,Skoff Elementary
