value,label
340490060022007,Beulah Park Elem School
150162990252259,Hendricks Elem Community Academy
340490060022008,Elmwood Elem School
15016299025225C,Chicago Virtual Charter School
150162990252260,Henry Elem School
340490240042001,Millburn Elem School
150162990252263,Herzl Elem School
340490240042002,Millburn Middle School
150162990252265,Hibbard Elem School
340490330022001,Emmons Grade School
150162990252266,Higgins Elem Community Academy
340490340041002,Antioch Upper Grade School
150162990252267,King Academy of Social Justice
340490340042001,Antioch Elem School
150162990252268,Hitch Elem School
340490340042004,Oakland Elementary School
150162990252269,Holden Elem School
340490340042005,W C Petty Elementary School
15016299025226C,Polaris Elem Charter Academy
340490340042006,Hillcrest Elementary School
150162990252270,Holmes Elem School
340490360022001,Grass Lake Elem School
150162990252273,Howe Elem School
340490370021001,Gavin South Middle School
150162990252275,Hoyne Elem School
340490370022003,Gavin Central Elementary School
150162990252276,Hughes  C Elem School
340490380021001,Big Hollow Middle School
150162990252280,Hurley Elem School
340490380022001,Big Hollow Primary School
150162990252281,Irving Elem School
340490380022002,Big Hollow Elem School
150162990252283,Jackson A Elem Language Acad
340490410041004,Peter J Palombi School
150162990252284,Jahn Elem School
340490410042001,Olive C Martin School
150162990252285,Jamieson Elem School
340490410042003,B J Hooper Elem School
150162990252287,Jenner Elem Academy of the Arts
340490410042004,William L Thompson School
150162990252288,Jensen Elem Scholastic Academy
340490460041001,Grayslake Middle School
150162990252289,Pilsen Elem Community Academy
340490460041002,Park West School
15016299025228C,Catalyst Charter-Circle Rock ES
340490460042001,Avon Center Elem School
150162990252290,Johnson Elem School
340490460042003,Woodview School
150162990252292,Jungman Elem School
340490460042004,Meadowview School
150162990252293,Kellogg Elem School
340490460042005,Frederick School
150162990252294,Kershaw Elem School
340490460042006,Prairieview School
150162990252296,Kilmer Elem School
340490460042007,Park East School
150162990252299,Kinzie Elem School
340490500041004,Woodland Middle School
15016299025229C,Academy for Global Citizenship
340490500042003,Woodland Intermediate Sch
150162990252300,Kipling Elem School
340490500042005,Woodland Primary School
150162990252303,Lozano Elem Bilingual & Intl Ctr
340490500042006,Woodland Elementary
150162990252304,Kozminski Elem Community Academy
340490560021002,Viking School
150162990252306,LaSalle Elem Language Academy
340490560022001,Prairie Trail School
150162990252309,Lawndale Elem Community Academy
340490560022002,Spaulding Elementary School
15016299025230C,Rowe Elementary
340490560022003,River Trail School
150162990252311,Lewis Elem School
340490650021003,Lake Bluff Middle School
150162990252313,Libby Elem School
340490650022006,Lake Bluff Elem Sch
150162990252314,Lincoln Elem School
340490670051003,Deer Path Middle Sch West
150162990252315,Linne Elem School
340490670052001,Cherokee Elem School
150162990252316,Lloyd Elem School
340490670052004,Everett Elem School
150162990252317,Locke  J Elem School
340490670052005,Sheridan Elem School
150162990252319,Lovett Elem School
340490670052007,Deer Path Middle Sch East
15016299025231C,Nkrumah Academy Charter ES
340490680022001,Oak Grove Elem School
150162990252321,Lowell Elem School
340490700021005,Highland Middle School
150162990252323,Lyon Elem School
340490700022002,Butterfield School
150162990252324,Madison Elem School
340490700022004,Copeland Manor Elem School
150162990252326,Manierre Elem School
340490700022006,Rockland Elem School
150162990252328,Mann Elem School
340490700022007,Adler Park School
15016299025232C,Catalyst Charter - Maria ES
150162990252330,Marquette Elem School
340490720022001,Rondout Elem School
150162990252331,Marsh Elem School
340490730041001,Hawthorn Middle School South
150162990252334,Mason Elem School
340490730042001,Hawthorn Middle School North
150162990252337,Mayer Elem School
340490730042002,Hawthorn Elem School North
150162990252339,McClellan Elem School
340490730042004,Hawthorn Elem School South
15016299025233C,Montessori of Englewood Chtr ES
340490730042006,Hawthorn Townline Elem Sch
150162990252341,McCormick Elem School
340490730042007,Hawthorn Aspen Elem School
150162990252344,McCutcheon Elem School
340490730042008,Hawthorn Sch of Dual Language
150162990252345,McDade Elem Classical School
340490750021004,Carl Sandburg Middle School
150162990252346,McKay Elem School
340490750022003,Mechanics Grove Elem School
150162990252349,McPherson Elem School
340490750022005,Washington Elem School
150162990252352,Melody Elem School
340490760021003,West Oak Middle School
150162990252353,Mitchell Elem School
340490760022003,Diamond Lake Elem School
150162990252354,Mollison Elem School
340490760022004,Fairhaven School
150162990252355,Monroe Elem School
340490790021001,Fremont Jr High/Middle School
150162990252356,Moos Elem School
340490790022001,Fremont Elem School
150162990252357,Morrill Elem Math & Sci School
340490790022002,Fremont Intermediate School
150162990252358,Inter-American Elem Magnet School
340490960041003,Woodlawn Middle School
15016299025235C,Christopher House Chrt ES
340490960042002,Willow Grove Early Learning Ctr
150162990252361,Mount Greenwood Elem School
340490960042003,Kildeer Countryside Elem School
150162990252362,Mount Vernon Elem School
340490960042004,Prairie Elementary School
150162990252363,Mozart Elem School
340490960042005,Country Meadows Elem School
150162990252365,Murphy Elem School
340490960042006,Ivy Hall Elementary School
150162990252366,Murray Elem Language Academy
340491020041002,Aptakisic Junior High School
150162990252367,Brown R Elem Community Acad
340491020042002,Earl Pritchett School
150162990252368,Nash Elem School
340491020042003,Tripp School
150162990252369,Neil Elem School
340491020042005,Meridian Middle School
15016299025236C,Chicago Collegiate Charter School
340491030021001,Daniel Wright Jr High School
150162990252370,Nettelhorst Elem School
340491030022002,Laura B Sprague School
150162990252371,Newberry Elem Math & Science Acad
340491030022003,Half Day School
150162990252372,Carver Primary School
340491060022001,Bannockburn School
150162990252373,Nightingale Elem School
340491090021005,Alan B Shepard Middle School
150162990252374,Nixon Elem School
340491090021006,Charles J Caruso Middle School
150162990252375,Nobel Elem School
340491090022003,Kipling Elem School
150162990252376,Norwood Park Elem School
340491090022006,Walden Elem School
150162990252380,Ogden Elem School
340491090022007,Wilmot Elem School
150162990252381,Oglesby Elem School
340491090022008,South Park Elem School
150162990252382,OKeeffe Elem School
340491120021001,Northwood Jr High School
150162990252383,Onahan Elem School
340491120021002,Edgewood Middle School
150162990252384,Oriole Park Elem School
340491120022001,Elm Place School
150162990252385,Piccolo Elem Specialty School
340491120022002,Braeside Elem School
150162990252386,Otis Elem School
340491120022003,Indian Trail Elem School
150162990252387,OToole Elem School
340491120022004,Ravinia Elem School
150162990252389,Owen Elem Scholastic Academy
340491120022005,Sherwood Elem School
15016299025238C,Frazier Prep Acad Charter ES
340491120022006,Red Oak Elem School
150162990252391,Palmer Elem School
340491120022007,Oak Terrace Elem School
150162990252392,Parker Elem Community Academy
340491120022008,Wayne Thomas Elem School
150162990252394,Park Manor Elem School
340491120022009,Lincoln Elem School
150162990252395,Parkside Elem Community Academy
340491140022003,Lotus School
150162990252396,Pasteur Elem School
350500440022007,Sherman Elem School
150162990252398,Peck Elem School
350500650042001,Ransom Grade School
150162990252399,Peirce Elem Intl Studies School
350500790042001,Tonica Grade School
150162990252400,Penn Elem School
350500820042001,Deer Park C C Elem School
150162990252401,Washington  H Elem School
350500950042001,Grand Ridge School
150162990252402,Pershing Elem Humanities Magnet
350501220022005,Northwest Elem School
150162990252403,Peterson Elem School
350501240021001,Parkside Middle School
150162990252404,Pickard Elem School
350501240022003,Northview Elem School
150162990252405,Pirie Elem Fine Arts & Academic C
350501250022001,Washington Elem School
150162990252406,Plamondon Elem School
350501250022002,Lincoln Elem School
150162990252409,Portage Park Elem School
350501410022004,Jefferson Elem School
15016299025240C,Horizon Sci Acad - Southwest Chtr
350501410022005,McKinley Elem School
150162990252410,Prescott Elem School
350501410022006,Lincoln Elem School
150162990252412,Prussing Elem School
350501410022009,Central Intermediate School
150162990252413,Pulaski Intl Sch of Chicago
350501500022001,Marseilles Elementary School
150162990252414,Pullman Elem School
350501700042001,Seneca Grade School North Campus
150162990252416,Ravenswood Elem School
350501750042001,Dimmick Comm Cons School
150162990252417,Ray Elem School
350501850042001,Waltham Elementary School
150162990252419,Reavis Elem Math & Sci Spec Schl
350501950042001,Wallace Elem School
15016299025241C,Great Lakes Academy Charter ES
350502100042001,Milton Pope Elem School
150162990252421,Reilly Elem School
350502300042001,Rutland Elem School
150162990252422,Reinberg Elem School
350502890042002,Lincoln Elem School
150162990252423,Revere Elem School
350502890042003,Blackstone Elem School
150162990252426,Rogers Elem School
350504250262001,Lostant Elem School
150162990252428,Ruggles Elem School
400070420262001,Brussels Grade School
150162990252429,Ryder Elem Math & Sci Spec School
400310100260001,Greenfield High School
15016299025242C,Foundations College Prep Charter
400310100262003,Greenfield Elem School
150162990252434,Sauganash Elem School
410570150032002,Lewis-Clark Elem School
150162990252435,Sawyer Elem School
410570150032004,Hartford Elem School
150162990252436,Sayre Elem Language Academy
440630020031001,Nippersink Middle School
150162990252437,Ashe Elem School
440630020032001,Richmond Grade School
150162990252438,Scammon Elem School
440630020032002,Spring Grove Elementary School
150162990252442,Schmid Elem School
440630030031001,Fox River Grove Middle School
150162990252444,Schubert Elem School
440630030032001,Algonquin Road Elem School
150162990252446,Seward Elem Communication Arts Ac
440630150041006,McHenry Middle School
15016299025244C,Moving Everest Charter School
440630150041007,Parkland School
150162990252451,Sheridan Elem Math & Science Acad
440630150041008,Chauncey H Duker School
150162990252452,Mireles Elem Academy
440630150042001,Edgebrook Elem School
150162990252453,Sherman Elem School
440630150042002,Hilltop Elem School
150162990252454,Sherwood Elem School
440630150042003,Landmark Elem School
150162990252455,Shields Elem School
440630150042004,Valley View Elem School
150162990252456,Shoesmith Elem School
440630150042005,Riverwood Elementary School
150162990252457,Shoop Math-Sci Tech Elem Academy
440630180042001,Riley Comm Cons School
150162990252458,Skinner Elem School
440630260042002,Briargate Elem School
150162990252459,Smyser Elem School
440630260042004,Three Oaks School
15016299025245C,KIPP One Academy
440630260042005,Deer Path Elem School
150162990252460,Smyth  J Elem School
440630360022001,Harrison Elem School
150162990252461,Solomon Elem School
440630460031001,Prairie Grove Junior High School
150162990252462,Spencer Technology Acad Elem Sch
440630460032001,Prairie Grove Elem School
150162990252464,Stagg Elem School
440630470041004,Lundahl Middle School
150162990252465,Stevenson Elem School
440630470041005,Hannah Beardsley Middle School
150162990252468,Stone Elem Scholastic Academy
440630470041006,Richard F Bernotas Middle Sch
150162990252469,Spry Elem Community School
440630470042001,Canterbury Elem School
15016299025246C,CICS - Bucktown Campus
440630470042002,Husmann Elem School
150162990252472,Stowe Elem School
440630470042003,Coventry Elem School
150162990252474,Sullivan Elem School
440630470042005,North Elem School
150162990252475,Sumner Elem Math & Sci Comm Acad
440630470042007,South Elem School
150162990252476,Sutherland Elem School
440630470042008,West Elem School
150162990252477,Swift Elem Specialty School
440630470042009,Indian Prairie Elem School
150162990252478,Talcott Elem School
440630470042010,Woods Creek Elementary School
150162990252479,Tanner Elem School
440630470042011,Glacier Ridge Elementary School
15016299025247C,CICS - Longwood Campus
450790010220001,Coulterville High School
150162990252480,Taylor Elem School
450790010221002,Coulterville Junior High School
150162990252484,Thorp  J N Elem School
450790010222001,Coulterville Elementary School
150162990252486,Thorp  O A Elem Scholastic Acad
450791340042001,Prairie Du Rocher Elem School
150162990252487,Tilton Elem School
470522200022001,Steward Elementary School
150162990252488,Tonti Elem School
470711610042001,Creston Elem School
15016299025248C,CICS - Prairie Campus
470712310042001,Central Elem School
150162990252490,Twain Elem School
470712310042003,Lincoln Elem School
150162990252491,Vanderpoel Elem Magnet School
470712310042004,May Elem School
150162990252492,Lavizzo Elem School
470712310042005,Tilton Elem School
150162990252494,Volta Elem School
470712690042002,Eswood C C Grade School
150162990252497,Wacker Elem School
470980130021004,Rock Falls Middle School
150162990252498,Wadsworth Elem School
470980130022001,Dillon Elementary School
15016299025249C,CICS - Washington Pk Campus
470980130022002,Merrill Elem School
150162990252500,Walsh Elem School
470980200022001,East Coloma - Nelson Elem Sch
150162990252501,Ward  J Elem School
470981450042001,Montmorency CCSD #145
150162990252502,Warren Elem School
480720620022001,Pleasant Valley Elem School
150162990252503,Washington  G Elem School
150162990252504,Waters Elem School
480720630021001,Norwood Elem School
150162990252505,Webster Elem School
480720630022002,Norwood Primary School
150162990252506,Wentworth Elem School
480720660022001,Bartonville Elem School
150162990252507,Westcott Elem School
480720680021003,Oak Grove West School
15016299025250C,CICS - Northtown  Campus
480720680022002,Oak Grove East Elem School
150162990252510,Pritzker Elem School
480720690022001,Pleasant Hill Elem School
150162990252512,Whistler Elem School
480720700022001,Monroe Elem School
150162990252513,Whitney Elem School
490810290022001,Hampton Elem School
150162990252514,Whittier Elem School
490810340022003,George O Barr School
150162990252516,Wildwood Elem School
490810360022002,Eagle Ridge School
15016299025251C,CICS - West Belden Campus
490810370021002,Glenview Middle School
150162990252521,Woodson South Elem School
490810370022001,Bowlesburg Elem School
150162990252525,Young Elem School
490810370022003,Hillcrest Elem School
15016299025252C,CICS - Avalon/South Shore
490810370022008,Ridgewood Elem School
15016299025253C,CICS - Ralph Ellison Campus
170530080262001,Prairie Central Primary West
150162990252542,Yates Elem School
170534250042001,Graymont Elem School
15016299025254C,CICS - Irving Park Campus
170534260042001,Cornell Elem School
15016299025255C,CICS - Loomis Primary Campus
170534290041001,Pontiac Jr High School
15016299025256C,North Lawndale Prep Christiana
170534290042002,Central Elem School
15016299025258C,Univ of Chicago Chtr-Nth Kenwood
170534290042004,Lincoln Elementary School
150162990252597,Hernandez Middle School
170534290042005,Washington Elem School
15016299025259C,UNO Chtr - Paz Campus
170534350042001,Odell Grade School
150162990252603,Dirksen Elem School
170534380042001,Saunemin Elem School
150162990252605,Depriest Elem School
170540230260001,Mount Pulaski High School
15016299025260C,UNO Chtr - Tamayo Campus
170540230262002,Mount Pulaski Elem School
150162990252617,Cuffe Math-Sci Tech Elem Academy
170540270021001,Lincoln Jr High School
150162990252618,Foster Park Elem School
170540270022003,Adams Elem School
15016299025261C,UNO Chtr - Fuentes Campus
170540270022004,Central Elem School
150162990252620,Hughes L Elem School
170540270022006,Northwest Elem School
150162990252622,Grissom Elem School
170540270022007,Washington-Monroe Elem School
15016299025262C,UNO Chtr - Bartolome de las Casas
170540610042001,Chester-East Lincoln Elem School
150162990252634,McNair Elem School
170540880022005,New Holland-Middletown Elem Sch
150162990252636,Hay Elem Community Academy
170540920042001,West Lincoln-Broadwell Elem Sch
150162990252637,Cullen Elem School
490810370022009,Wells Elem School
15016299025263C,UNO Chtr - Marquez Campus
500820700042003,Freeburg Elem School
15016299025264C,UNO Chtr - SPC Zizumbo Campus
500820850022001,Shiloh Elementary School
15016299025265C,UNO Chtr -  Major Garcia Campus
260290040261001,Spoon River Valley Jr High Sch
15016299025266C,UNO Chtr - Cisneros Campus
260343170042005,Carthage Primary School
15016299025267C,UNO Chtr - Santiago Campus
260343250262002,Nauvoo Elem School
15016299025268C,UNO Chtr - Near West Elem
260343270042002,Dallas City Elem School
15016299025269C,UNO Chtr - Soccer Academy
500820900041002,Fulton Jr High School
150162990252700,Clark  G R Elem School
260343280240001,Hamilton Jr/Sr High Sch
150162990252703,Lee Elem School
260343280242004,Hamilton Elementary School
150162990252704,Langford A Elem School
260343370260001,Southeastern Jr/Sr High School
150162990252706,Salazar Elem Bilingual Center
260343370262006,Southeastern Elementary School
15016299025270C,UNO Chtr-Brighton Park Campus
260343470041001,La Harpe Junior High School
150162990252714,Leland Elem School
260343470042005,La Harpe Elementary School
150162990252724,Robinson Elem School
280060840042001,Malden Grade School
150162990252726,Hanson Park Elem School
280060940042001,Ladd Comm Cons Sch
150162990252729,White Elem Career Academy
280060980022001,Dalzell Grade School
15016299025272C,LEARN Charter Excel Campus
280060990042002,John F Kennedy Elem School
150162990252737,McDowell Elem School
280061150021001,Logan Jr High School
150162990252739,Keller Elem Gifted Magnet School
280061150022004,Lincoln Elem School
15016299025273C,LEARN Chtr-Campbell Campus
280061150022005,Jefferson Elem School
150162990252743,Earhart Elem Opt for Knowl School
280061150022007,Douglas Elementary School
15016299025274C,LEARN Chtr - South Chicago Campus
500820900041003,Amelia V Carriel Jr High
15016299025275C,LEARN Chtr -  Hunter Perkins Camp
500820900042002,Estelle Kampmeyer Elem School
150162990252766,Till Elem Math & Science Academy
500820900042003,J Emmett Hinchcliffe Sr Elem Sch
150162990252767,Ward  L Elem School
500820900042004,Laverna Evans Elem School
150162990252768,Smith  W Elem School
500820900042005,Marie Schaefer Elem School
15016299025276C,LEARN Chtr - 7th Campus
500820900042006,Delores Moye Elem School
150162990252773,Garvey  M Elem School
500821040021001,Joseph Arthur Middle School
150162990252775,Joplin Elem School
500821040022001,Central Elem School
150162990252783,Cardenas Elem School
500821050021001,Pontiac Jr High School
150162990252785,Powell Elem Paideia Comm Academy
500821050022002,William Holliday Elem School
150162990252799,Curtis Elem School
500821100041006,Grant Middle School
150162990252800,Beasley Elem Magnet Academic Ctr
500821100042002,Illini Elem School
150162990252802,Mays Elem Academy
500821130021001,Wolf Branch Middle School
150162990252804,Metcalfe Elem Community Academy
500821130022001,Wolf Branch Elem School
150162990252805,Decatur Classical Elem School
500821150021001,Whiteside Middle School
150162990252806,Kanoon Elem Magnet School
500821150022001,Whiteside Elem School
150162990252807,Randolph Elem School
500821160022001,High Mount Elem School
150162990252809,Poe Elem Classical School
500821180021012,Central Jr High School
150162990252811,Gunsaulus Elem Scholastic Academy
500821180021013,West Jr High School
150162990252823,Ninos Heroes Elem Academic Ctr
500821180022001,Abraham Lincoln Elem School
150162990252825,De Diego Elem Community Academy
500821180022004,Douglas Elem School
150162990252826,Turner-Drew Elem Language Academy
500821180022005,Franklin Elem School
150162990252828,Sabin Elem Magnet School
500821180022006,Henry Raab Elem School
150162990252829,Saucedo Elem Scholastic Academy
500821180022007,Jefferson Elem School
150162990252837,Daley Elem Academy
500821180022009,Roosevelt Elem School
150162990252838,Madero Middle School
500821180022010,Union Elem School
150162990252842,Orozco Elem Fine Arts & Sciences
500821180022013,Westhaven Elementary
150162990252844,Morton Elem Career Academy
500821190022001,Belle Valley School
150162990252850,Albany Park Multicultural Elem
500821300042001,Smithton Elem School
150162990252855,South Loop Elem School
500821600042001,Millstadt Consolidated School
150162990252856,Lenart Elem Regional Gifted Ctr
500821600042002,Millstadt Primary Center
150162990252862,Casals Elem School
500821750021001,Emge Junior High School
150162990252864,Perez Elem School
500821750022002,Ellis Elem School
150162990252867,Ruiz Elem School
500821750022003,Harmony Intermediate Center
150162990252870,Brighton Park Elem School
500821810022001,Signal Hill Elem School
150162990252873,Evergreen Academy Elem School
500821880220001,Lovejoy Technology Academy
150162990252876,Carson Elem School
500821880221001,Lovejoy Middle School
150162990252877,McAuliffe Elem School
500821880222001,Lovejoy Elementary School
150162990252878,Galileo Elem Math & Sci Schol Acd
500821960261001,Dupo Jr High School
150162990252881,Logandale Middle School
510840160260001,New Berlin High School
150162990252886,Chavez Elem Multicultural Acad Ct
510840160261001,New Berlin Jr High School
150162990252889,Jordan Elem Community School
510840160262001,New Berlin Elementary School
150162990252892,Kellman Corporate Community Elem
500821960262006,Bluffview  Elem School
150162990252893,Finkl Elem School
530601910261003,Midwest Central Middle School
150162990252895,Ariel Elem Community Academy
530601910262003,Midwest Central Primary School
150162990252896,Little Village Elem School
530900500022001,J L Hensey Elem School
150162990252897,Zapata Elem Academy
530900500022002,Beverly Manor Elementary School
150162990252898,Ortiz De Dominguez Elem School
280063400262005,Bureau Valley Elemntry-Wyanet
150162990252900,Lara Elem Academy
280371900022001,Colona Grade School
150162990252901,Telpochcalli Elem School
530900510022001,Central Intermediate Sch
150162990252902,Wells Preparatory Elem Academy
530900510022004,Central Primary Sch
150162990252903,Woodlawn Elem Community School
530900520021001,Washington Middle School
150162990252904,Christopher Elem School
530900520022002,Lincoln Grade School
150162990252908,West Park Elem Academy
530900760021005,Parkview Jr High School
150162990252912,Marine Leadership Academy - Ames
150162990252913,Fairfield Elem Academy
530900760022004,LaSalle Elem School
150162990252914,Sandoval Elem School
530900850022001,Robein Elem School
150162990252915,Northwest Middle School
530900860021011,Central Jr High School
150162990252916,Hampton Elem Fine & Perf Arts Sch
530900860022001,Armstrong-Oakview Elem School
150162990252918,Colemon J Elem Academy
530900860022002,P L Bolin Elem School
150162990252919,Columbia Explorers Elem Academy
530900860022003,Glendale Elem School
150162990252920,Chicago Academy Elem School
530900860022005,Lincoln Elem School
150162990252921,Courtenay Elem Language Arts Ctr
530900860022008,Don D Shute Elem School
150162990252922,Ashburn Community Elem School
530900860022010,Woodrow Wilson Elem School
150162990252923,Belmont-Cragin Elem School
530900980022001,Rankin Elem School
150162990252924,National Teachers Elem Academy
530901020021003,Georgetowne Middle School
150162990252926,Talman Elem School
530901020022001,Rogers Elementary School
150162990252930,New Field Elem School
530901020022002,Marquette Elem School
150162990252933,Durkin Park Elem School
530901080021002,Edison Junior High School
150162990252934,Calmeca Acad Elem School
530901080021012,Broadmoor Junior High School
150162990252935,North River Elem School
530901080022004,Jefferson Elem School
150162990252936,Claremont Academy Elem School
530901080022008,C B Smith Elem School
150162990252937,Doolittle Elem School
530901080022009,L E Starke Elem School
150162990252941,Suder Montessori Elem Magnet Schl
530901080022010,Scott Altman Primary School
150162990252943,Tarkington Elem School
530901080022012,Willow Elem School
150162990252945,Frazier Perspectives Magnet ES
530901080022013,Wilson Intermediate School
150162990252949,Disney II Elem School
530901080022014,Dirksen Elementary School
150162990252951,Plato Learning Acad  Elem School
530901080022015,Washington Intermediate School
150162990252953,Edison Park Elem School
530901370022001,South Pekin Elem School
150162990252954,Davis M Magnet Elem School
531020020042001,Riverview Elem School
150162990252955,LaSalle II Lang Acad Elem Sch
531020210262003,Lowpoint-Washburn Elem School
150162990252958,Prieto Math-Science Elem Sch
531020690022002,Germantown Hills Elementary Sch
150162990252959,Skinner North Elem Sch
540920100262001,Potomac Elem School
150162990252960,South Shore Fine Arts Elem Sch
560990170021001,Channahon Junior High School
150162990252961,Hope Inst Lrning Acad Elem School
560990170022001,N B Galloway Elem School
150162990252963,Camras Elem School
560990170022002,Three Rivers School
150162990252964,Garcia Lorca Elem School
560990170022003,Pioneer Path
150162990252965,West Ridge Elem School
56099030C041001,Troy Middle School
150162990252966,Azuela Elem School
56099030C042002,Troy Shorewood School
150162990252967,STEM Magnet Academy Elem
56099030C042003,Troy Craughwell School
150162990252968,Shields Middle School
56099030C042004,Troy Heritage Trail School
150162990252969,Southeast Area Elementary School
56099030C042005,Troy Crossroads Elem School
150162990252970,Richardson Middle School
56099030C042006,Orenic Intermediate School
15016900025201C,Horizon Science Acad-McKinley Pk
15016901025201C,Horizon Science Acad-Belmont
15016902025201C,Amandla Charter School
15016903025201C,Bronzeville Lighthouse Chtr Sch
160194240260001,Genoa-Kingston High School
160194240261003,Genoa-Kingston Middle School
160194250260001,Indian Creek High School
160194250261001,Indian Creek Middle School
160194260260003,Hiawatha High School
160194260262001,Hiawatha Elem Sch PreK-8
160194270260001,Sycamore High School
160194320262001,James R Wood Elem School
160194270261002,Sycamore Middle School
160194270262004,North Elementary School
160194270262005,Southeast Elem School
160194270262006,West Elem School
160194270262007,South Prairie Elementary School
160194270262008,North Grove Elementary School
160194280260011,DeKalb High School
170200150262003,Douglas Elem School
160194280261010,Huntley Middle School
160194280262005,Jefferson Elem School
160194280262006,Lincoln Elementary School
160194280262007,Littlejohn Elem School
160194280262008,Tyler Elementary School
160194280262009,Cortland Elementary School
160194280262010,Clinton Rosette Middle School
160194280262011,Gwendolyn Brooks Elem Sch
160194280262012,Malta Elementary School
160194280262014,Founders Elementary School
160194290260003,Hinckley-Big Rock High School
160194290262001,Hinckley-Big Rock Middle Sch
160194300260001,Sandwich Community High School
160194300261001,Sandwich Middle School
160194320260003,Somonauk High School
160194320261001,Somonauk Middle School
170200150260001,Clinton High School
170200150261002,Clinton Jr High School
170200150262004,Clinton Elem School
170200150262005,Lincoln Elem School
170200180260001,Blue Ridge High School
170200180262003,Ruth M Schneider Elem School
170200180262005,Blue Ridge Intermediate-Jr HS
170530050260001,Woodland High School
170530050262001,Woodland Elementary/Jr High Sch
17053006J260001,Tri-Point High School
17053006J262005,Tri Point Elementary School
17053006J262006,Tri-Point Jr High/Elementary
170530080260001,Prairie Central High School
170530080261001,Prairie Central Jr High School
170530080262005,Prairie Central  Elem School
170530080262006,Prairie Central Primary East
170530080262007,Prairie Central Upper Elementary
170530740270001,Flanagan-Cornell High School
170530740272001,Flanagan Elem School
170530900170001,Pontiac High School
170532300170001,Dwight High School
170532320022001,Dwight Common School
170540210260001,Hartsburg-Emden Jr-Sr High School
170540210262004,Emden Elementary School
170544040160001,Lincoln Comm High School
170640020262001,LeRoy Elementary School
170640020260003,LeRoy High School
170640020261002,LeRoy Junior High School
170640030260002,Tri-Valley High School
170640030261001,Tri-Valley Middle School
170640030262001,Tri-Valley Elem School
170640040260001,Heyworth Jr-Sr High School
170640040262002,Heyworth Elem School
170640050260002,Normal Community West High School
170640050260001,Normal Community High School
170640070262001,Lexington Elem School
170640050260003,Eugene Field School
17064005026001C,YBMC Charter Sch
170640050261002,Chiddix Jr High School
170640050261003,Parkside Jr High School
170640050261004,Kingsley Jr High School
170640050261005,Evans Junior High School
170640050262002,Sugar Creek Elem School
170640050262003,Cedar Ridge Elem School
170640050262004,Carlock Elem School
170640050262005,Fairview Elem School
170640050262007,Glenn Elem School
170640050262008,Colene Hoose Elem School
170640050262009,Hudson Elem School
170640050262010,Oakdale Elem School
170640050262012,Northpoint Elementary School
170640050262013,Parkside Elementary School
170640050262014,Towanda Elem School
170640050262015,Pepper Ridge Elementary School
170640050262016,Prairieland Elementary School
170640050262017,Fox Creek Elementary School
170640050262018,Grove Elementary School
170640050262019,Benjamin Elem School
170640070260002,Lexington High School
170640070261001,Lexington Jr High School
170640160260009,Olympia High School
170640160261001,Olympia Middle School
170640160262002,Olympia South Elem Sch
170640160262003,Olympia North Elem Sch
170640160262006,Olympia West Elem Sch
170640190260001,Ridgeview High School
170640190261001,Ridgeview Jr High School
170640190262002,Ridgeview Elementary School
170640870250001,Bloomington High School
190220020022005,W A Johnson Sch
170640870251002,Bloomington Jr High School
170640870252003,Bent Elem School
170640870252006,Irving Elementary School
170640870252009,Oakland Elementary School
170640870252011,Sheridan Elem School
170640870252012,Stevenson Elem School
170640870252013,Washington Elem School
190220020021001,Blackhawk Middle School
190220860170001,Hinsdale Central High School
200300070262001,Gallatin Elementary School
190220860170002,Hinsdale South High School
200330100262004,East Side Elementary School
190220870170001,Glenbard East High School
200350010262001,Hardin County Elem School
190220870170002,Glenbard North High School
200760010260001,Pope Co High School
190220870170003,Glenbard West High School
200760010262002,Pope County Elementary School
190220870170004,Glenbard South High School
200830010262002,Galatia Elem School
190220880160001,Addison Trail High School
200830030262009,East Side Intermediate School
190220880160002,Willowbrook High School
190220890041003,Glen Crest Middle School
190220940160001,Community High School
200830030262010,West Side Primary School
190220990160001,Comm H S Dist 99 - North H S
200830040262004,Eldorado Elem School
190220990160002,Comm H S Dist 99 - South High Sch
200930170242001,Allendale Elementary School
190221000160001,Fenton High School
190222010261004,Westmont Jr High School
190221080160001,Lake Park High School
190221800041001,Burr Ridge Middle School
190222000260020,Wheaton Warrenville South H S
190222010262001,J T Manning Elem School
190222000260021,Wheaton North High School
190222010262002,C E Miller Elem School
190222000261001,Monroe Middle School
190222000261017,Edison Middle School
190222000261018,Franklin Middle School
190222000261020,Hubble Middle School
190222000262001,Emerson Elem School
190222000262002,Hawthorne Elem School
190222000262006,Lincoln Elem School
190222000262007,Longfellow Elem School
190222000262008,Lowell Elem School
190222000262009,Madison Elem School
190222000262010,Pleasant Hill Elem School
190222000262011,Carl Sandburg Elem School
190222000262012,Washington Elementary School
190222000262013,Whittier Elem School
190222000262014,Wiesbrook Elem School
190222000262016,Bower Elem School
190222000262018,Clifford Johnson School
190222010260001,Westmont High School
190222020260001,Lisle High School
190222020261002,Lisle Jr High School
190222020262004,Schiesher Elem School
190222020262005,Tate Woods Elem School
190222030260001,Naperville Central High School
200933480262003,South Elem School
190222030260013,Naperville North High School
200933480262005,North Intermediate Ctr of Educ
190222030261009,Lincoln Jr High School
190222030261010,Jefferson Jr High School
190222030261011,Washington Jr High School
